VQC Model,Metric,N Paired Seeds,QCA Mean,VQC Mean,Mean Difference QCA-VQC,SD Difference,95% CI Difference Lower,95% CI Difference Upper,QCA Wins,Ties,QCA Losses,Exact Sign-Flip p,Wilcoxon p,Holm-adjusted Sign-Flip p,Holm-adjusted Wilcoxon p
PennyLaneVQC_Angle,F1,5,0.6190476190476191,0.6190476190476191,0.0,0.0,0.0,0.0,0,5,0,1.0,1.0,1.0,1.0
PennyLaneVQC_Angle,MCC,5,0.610906928028455,0.610906928028455,0.0,0.0,0.0,0.0,0,5,0,1.0,1.0,1.0,1.0
PennyLaneVQC_Angle,PR-AUC,5,0.6346410557740547,0.6381612982743603,-0.0035202425003054484,0.001041750875621666,-0.004813747057662118,-0.0022267379429487784,0,0,5,0.0625,0.0625,0.4375,0.4375
PennyLaneVQC_Angle,ROC-AUC,5,0.7981264637002342,0.8134806791569087,-0.01535421545667448,0.003794132927306902,-0.020065253716910918,-0.010643177196438041,0,0,5,0.0625,0.0625,0.4375,0.4375
PennyLaneVQC_Angle,Recall,5,0.4642857142857143,0.4642857142857143,0.0,0.0,0.0,0.0,0,5,0,1.0,1.0,1.0,1.0
PennyLaneVQC_Angle,Precision,5,0.9285714285714286,0.9285714285714286,0.0,0.0,0.0,0.0,0,5,0,1.0,1.0,1.0,1.0
PennyLaneVQC_Angle,Balanced Accuracy,5,0.7280444964871194,0.7280444964871194,0.0,0.0,0.0,0.0,0,5,0,1.0,1.0,1.0,1.0
